,id,cuisine,ingredients_string,pred
21150,11738,filipino,sweetened condensed milk sugar avocado milk,brazilian
24688,39123,filipino,pineapple chunks raisin celery seasoning salt elbow macaroni mayonaise apple white sugar boneless skinless chicken breasts carrot,southern_us
6921,29566,filipino,sesame seeds salt chicken pieces egg green onions corn starch sugar shoyu ajinomoto flour garlic cloves,korean
2060,45073,filipino,active dry yeast white sugar salt vegetable oil warm water all purpose flour,italian
20997,33504,filipino,soy sauce fresh mushrooms canola oil broccoli celery rice sticks carrot chinese cabbage onion,chinese
11339,14458,filipino,rib eye steaks pepper garlic sugar butter hot red pepper flakes olive oil salt soy sauce worcestershire sauce,southern_us
2137,28813,filipino,green peppercorns kosher salt finely chopped onion salt chicken stock minced ginger lime wedges coconut milk arborio rice water cured chorizo garlic cloves tomato paste cayenne extra virgin olive oil large shrimp,spanish
7180,28435,filipino,crab meat water salt egg seafood base corn starch chicken broth corn kernels imitation crab meat pepper green onions,chinese
1936,41771,filipino,egg yolks sugar sweetened condensed milk lime,brazilian
34822,45557,filipino,ketchup ground black pepper rice vinegar shrimp sugar kosher salt ground pork peanut oil spring roll wrappers chinese celery large eggs yellow onion corn starch soy sauce water salt carrot,chinese
30532,18204,filipino,soy sauce chicken drumsticks chicken thighs chicken wings fresh ginger root corn starch pineapple chunks salt and ground black pepper garlic sugar ground black pepper onion,chinese
7979,12220,filipino,soy sauce garlic cloves melted butter green onions fresh ginger onion brown sugar chicken breasts,chinese
24142,37347,filipino,coconut sugar sea salt boneless chicken skinless thigh coconut aminos ketchup pineapple juice tomato paste garlic powder oil,japanese
8582,12126,filipino,active dry yeast salt baking powder dry bread crumbs baking soda all purpose flour milk butter white sugar,southern_us
29516,18701,filipino,water balsamic vinegar all purpose flour chopped parsley tomato paste olive oil garlic yellow onion boiling potatoes dried thyme dry red wine beef broth bay leaf sugar ground black pepper salt carrot chuck,french
38738,22869,filipino,salt milk egg rice flour vegetable oil,indian
19190,13790,filipino,lime juice green onions boneless skinless chicken breast halves olive oil fresh oregano fresh cilantro salt ground cumin pepper fresh thyme garlic cloves,mexican
272,48911,filipino,water jicama carrot bamboo shoots egg roll wrappers garlic beansprouts ground black pepper vegetable oil green beans soy sauce water chestnuts diced celery onion,chinese
8382,3490,filipino,sugar salt fast rising yeast water egg vegetable oil bread crumbs bread flour,russian
38025,20806,filipino,ketchup green onions sugar vinegar carrot celery ribs water ground pork soy sauce pastry dough,chinese
38778,26110,filipino,black pepper chicken sausage jalapeno chilies garlic shrimp ground cumin turbinado white onion orange bell pepper pineapple green pepper boiling water lime rind lime zucchini extra virgin olive oil pearl couscous saffron white wine olive oil red pepper salt smoked paprika,spanish
13296,7621,filipino,sugar leaf star anise water vinegar soy sauce pork leg oil shiitake Shaoxing wine,chinese
21344,10577,filipino,sugar dry bread crumbs bread evaporated milk bread flour active dry yeast margarine egg salt,cajun_creole
15527,11149,filipino,ground chipotle chile pepper bay leaves Equal Sweetener water white wine vinegar soy sauce boneless skinless chicken breasts onion ground black pepper garlic puree,mexican
17943,34559,filipino,black pepper egg whites paprika diced bell pepper dried thyme green onions salt water golden raisins cilantro green olives olive oil empanada cooked chicken breasts,mexican
28094,14913,filipino,water salt ground cumin pepper refrigerated piecrusts shredded colby cooked chicken red bell pepper jalapeno chilies cream cheese,mexican
17512,37554,filipino,grated coconut baking powder coconut milk egg banana ice cream fresh ginger vegetable oil white flour palm sugar salt,brazilian
28104,3733,filipino,sausage links ground black pepper green onions salt okra water chopped green bell pepper diced tomatoes cayenne pepper fresh parsley minced garlic unsalted butter bacon all purpose flour uncook medium shrimp  peel and devein dried thyme bay leaves chopped celery chopped onion,cajun_creole
25975,3686,filipino,lime sugar butter powdered milk milk,brazilian
36756,2386,filipino,green cabbage vegetable oil carrot ground black pepper firm tofu chopped garlic reduced sodium chicken broth rice vermicelli noodle soy sauce lemon onion,vietnamese
18202,31316,filipino,granulated sugar vanilla extract whole milk mango mung beans yam unsweetened coconut milk heavy cream,thai
32706,21743,filipino,sugar sweetened condensed milk powdered milk,brazilian
18238,27483,filipino,pepper salt chicken pieces celery ribs olive oil carrot snow peas tomato garlic corn starch water oyster sauce onion,chinese
18501,10753,filipino,sugar pea egg whites garlic pepper broccoli florets salt honey boneless skinless chicken breasts corn starch soy sauce olive oil red pepper,chinese
35483,35528,filipino,butter hawaiian sweet rolls granulated sugar cheddar cheese ham,southern_us
18511,41418,filipino,roll ground chicken ground beef water ground sausage,british
18078,1416,filipino,Accent Seasoning boneless skinless chicken breasts carrot celery ribs black pepper oil cabbage chicken broth rice sticks garlic cloves soy sauce lemon onion,cajun_creole
37,11300,filipino,chicken broth cooking oil chinese five spice powder ground black pepper salt sugar crushed garlic chicken thighs soy sauce star anise,chinese
9697,20406,filipino,soy sauce sugar fish sauce corn starch chicken stock garlic cloves,vietnamese
5698,20189,filipino,barbecue sauce bamboo shoots boneless chicken thigh fillets red pepper flakes sesame oil mango nectar pepper salt,southern_us
38751,32633,french,unsalted butter warm water salt sugar cake flour active dry yeast all purpose flour,italian
1332,13569,french,honey corn starch half   half sugar salt egg yolks,southern_us
31069,20221,french,lemon zest all purpose flour egg vanilla extract butter white sugar granulated sugar salt,southern_us
11609,7521,french,tomato paste shallot extra virgin olive oil sage leaves chicken breast halves dry red wine coarse ground mustard cracked black pepper fat minced garlic fresh thyme leaves salt,italian
36177,3107,french,tomato large garlic cloves olive oil leg of lamb fresh basil garlic cloves grated parmesan cheese fresh basil leaves,italian
9645,1159,french,filet mignon mushroom salt dijon worcestershire sauce onion black pepper vegetable oil sour cream unsalted butter paprika chopped garlic,southern_us
22119,41135,french,butter,southern_us
23963,13875,french,tawny port fig jam fresh lemon juice toast points unsalted butter onion chicken livers allspice,british
38881,7061,french,dry sherry chopped onion pepper salt chicken livers garlic cream cheese butter hot sauce,southern_us
31277,7331,french,granulated sugar all purpose flour confectioners sugar light brown sugar baking powder ground allspice large eggs grated nutmeg unsalted butter cinnamon ground coriander,jamaican
31149,46551,french,salad greens yellow bell pepper garlic cloves olive green bell pepper chicken breast halves extra virgin olive oil herbes de provence green onions sprinkle red bell pepper black pepper balsamic vinegar salt olive oil flavored cooking spray,cajun_creole
4835,20043,french,powdered sugar granulated sugar apple lemon juice water egg whites salt brown sugar lemon zest vanilla extract caramel sauce nutmeg almond flour cinnamon grated nutmeg,southern_us
31113,7620,french,black pepper garlic fresh mushrooms port wine olive oil all purpose flour cherry tomatoes salt onion sugar pea beef tenderloin beef broth,italian
24039,21915,french,green bell pepper dijon mustard purple onion kidney olive oil yellow bell pepper cucumber romano cheese red cabbage whole kernel corn  drain red potato salt and ground black pepper garlic red bell pepper,italian
8060,43825,french,brandy lemon sugar whole cloves orange cinnamon sticks brewed coffee orange liqueur,spanish
33647,16287,french,grated parmesan cheese all purpose flour egg boneless skinless chicken breasts green onions heavy whipping cream pepper salt,italian
17320,11394,french,instant coffee unsweetened cocoa powder semisweet chocolate vanilla extract heavy cream coffee liqueur bittersweet chocolate,mexican
33969,34268,french,radish baby carrots tomato pea low salt chicken broth turnip romaine lettuce leaves green beans sugar pea bacon slices,southern_us
33966,44555,french,grated orange peel anise honey walnut dough golden brown sugar sugar whipping cream,italian
33952,23606,french,egg dark brown sugar vanilla extract butter all purpose flour,southern_us
1510,35808,french,brown sugar vanilla beans,mexican
26645,10982,french,sugar whole milk almond salt sweet cherries almond extract powdered sugar large eggs all purpose flour,italian
32462,46493,french,tomato paste unsalted butter long grain rice medium shrimp water heavy cream carrot celery ribs cayenne salt bay leaf pernod chopped fresh chives fresh lemon juice onion,cajun_creole
37044,49447,french,flour chopped onion milk salt pepper butter potato mild cheddar cheese,irish
30938,4263,french,all purpose unbleached flour cane sugar powdered sugar beaten eggs apple butter salt,cajun_creole
32132,4749,french,sugar dry red wine garlic cloves boneless skinless chicken breast halves green bell pepper stewed tomatoes long grain rice onion cooking spray fresh mushrooms fresh parsley dried basil salt smoked turkey sausage dried oregano,cajun_creole
11791,43859,french,sugar unsalted butter salt yellow corn meal baking soda buttermilk caviar corn chopped fresh chives sour cream black pepper large eggs all purpose flour,southern_us
24233,42243,french,egg lemon juice mayonaise fresh parsley artichoke hearts fresh asparagus french dressing cooked shrimp,italian
11817,1303,french,clove curly leaf parsley celery heart yellow onion mustard kosher salt bay leaves thyme sprigs pancetta black peppercorns pepper yukon gold potatoes chicken green cabbage oat groats leek carrot,irish
33831,19690,french,fontina cheese pastry shell egg sage leaves bacon,italian
11685,47224,french,milk green onions fine sea salt spinach leaves unsalted butter Italian parsley leaves whole wheat flour heavy cream minced garlic large eggs extra virgin olive oil,italian
38731,33029,french,navel oranges large eggs sugar whole milk,spanish
30992,23967,french,egg dijon mustard bread crumbs chicken legs red pepper unsalted butter,southern_us
24179,35819,french,fresh lemon juice artichoke,italian
26729,12550,french,ground black pepper cayenne pepper water paprika white wine bay leaves onion sauerkraut salt,russian
36035,23918,french,sugar almond,italian
20642,36692,french,tomato paste rosemary extra virgin olive oil lima beans smoked paprika bread crumbs leek grated lemon zest garlic cloves flat leaf parsley tomato ground black pepper spanish chorizo anchovy fillets low salt chicken broth kosher salt bay leaves yellow onion thyme,spanish
36045,32649,french,yellow corn meal unsalted butter all purpose flour feta cheese ice water tomato basil leaves ground black pepper salt,southern_us
26681,47254,french,fresh rosemary extra virgin olive oil eggplant chopped fresh sage fresh basil fine sea salt ground black pepper,italian
20709,6422,french,unsalted butter salt whole milk large eggs all purpose flour water grating cheese,southern_us
20684,33724,french,roasted hazelnuts dijon mustard mixed greens avocado dried basil salt pepper balsamic vinegar sliced beets crusty bread olive oil goat cheese,italian
30890,17967,french,yellow squash mushroom garlic cloves black pepper eggplant salt onion fresh basil olive oil diced tomatoes couscous dried basil chopped green bell pepper chickpea,moroccan
644,44288,french,french bread dried basil garlic cloves salt olive oil dried oregano,italian
32537,43931,french,olive oil yukon gold potatoes garlic cloves cooking spray    low fat milk black pepper leek salt fresh parmesan cheese diced tomatoes,italian
27065,911,french,vegetable oil baking potatoes,irish
23447,2,french,chicken broth truffle pimento green pepper olive roast turkey egg yolks heavy cream tarragon leaves egg flour butter scallion cold water unflavored gelatin leek salt aspic,spanish
36426,1364,french,fresh basil roasted red peppers kalamata black pepper balsamic vinegar grape tomatoes cooking spray extra virgin olive oil fillet red snapper shallot salt,italian
27404,19329,french,muffin mix sugar slivered almonds orange,italian
10852,18060,french,green leaf lettuce scallion kosher salt extra virgin olive oil flat leaf parsley baguette beet black pepper tapenade tuna,italian
9515,43706,french,vegetable cayenne pepper red wine vinegar mayonaise garlic roasted red peppers,southern_us
16948,7056,french,ground black pepper paprika dried parsley mozzarella cheese grated parmesan cheese all purpose flour egg zucchini salt feta cheese baking powder onion,greek
21616,32636,french,baguette whole milk cayenne pepper cod fillets extra virgin olive oil ground black pepper large garlic cloves fresh lemon juice red potato parmigiano reggiano cheese grated lemon zest,italian
31920,40448,french,cheese extra sharp white cheddar cheese beer cauliflower all purpose flour chopped fresh chives,british
566,20195,french,light corn syrup candy food paste color,italian
27146,26931,french,butter salt heavy cream pepper chicken breast tenderloins,italian
16702,11653,french,ground nutmeg low salt chicken broth bacon slices onion sugar whipping cream long grain white rice sliced carrots fresh parsley,southern_us
10316,2666,french,fresh rosemary orange extra virgin olive oil kosher salt oil cured black olives all purpose flour sugar active dry yeast salt water coarse salt,italian
21853,23752,french,sugar butter black olives onion peeled tomatoes rabbit oil pepper red wine salt mushroom garlic bay leaf,italian
27106,14379,french,tomato fresh cilantro chili powder all purpose flour red bell pepper ground cumin shredded cheddar cheese baking powder salt pinto beans dried oregano shortening milk chile pepper freshly ground pepper cornmeal black beans zucchini vegetable oil garlic cloves onion,mexican
21852,44652,french,milk garlic yukon gold potatoes ground black pepper raclette kosher salt heavy cream,irish
21530,26903,french,olive oil crimini mushrooms linguine fresh parsley leaves tomato paste boneless skinless chicken breasts cipollini onions all purpose flour ground black pepper fresh thyme leaves garlic pancetta unsalted butter red wine salt,italian
16281,42589,french,caper finely chopped fresh parsley penne pasta cherry tomatoes black olives tuna packed in water red wine vinegar green beans olive oil salt,italian
22102,22505,french,fresh spinach honey artichok heart marin garlic fresh parsley water parmesan cheese wheel salt pepper olive oil flour crushed red pepper milk large eggs butter all purpose flour,italian
23827,17350,french,brown sugar pepper parsley salt bread crumbs whole grain mustard butter thyme lamb stock rosemary vegetable oil rack of lamb egg ruby port shallot garlic,british
4656,6099,french,water salt cold water butter sugar apple flour apricot jam,russian
36272,39223,french,olive oil dry white wine roast flat leaf parsley ground black pepper sea salt fig bay leaves onion,italian
23781,9079,french,shallot cherry tomatoes white wine vinegar field lettuce salt pepper extra virgin olive oil,southern_us
26904,24366,french,pastis ice cubes almond syrup,italian
17115,28876,french,ketchup red wine vinegar shiitake mushroom caps ground black pepper ginger watercress leaves grapeseed oil mango soy sauce boneless chicken breast halves garlic,chinese
11265,46645,french,chopped walnuts brown sugar white sugar ground cinnamon orange juice vanilla extract pear,italian
8189,21711,french,warm water dry yeast walnut oil yellow corn meal whole wheat flour salt sugar fat free milk chopped walnuts large egg whites cooking spray bread flour,italian
3946,12067,french,sugar salt butter carrot mashed potatoes    low fat milk ground black pepper ground coriander,irish
1105,27440,french,garlic kalamata flat leaf parsley extra virgin olive oil fresh oregano leaves fresh lemon juice,greek
3969,6844,french,shredded cheddar cheese salt butter chopped onion potato all purpose flour pepper    reduced fat milk,irish
23675,20224,french,sugar baking powder all purpose flour unsalted butter plum hazelnut vanilla ground allspice large eggs salt,italian
33338,14706,french,chicken broth garlic sour cream olive oil all purpose flour boneless skinless chicken breast halves pepper salt onion butter sliced mushrooms dried rosemary,italian
4499,30090,french,olive oil chicken thighs mashed potatoes garlic cloves water flat leaf parsley celery ribs dry white wine,italian
4525,39985,french,pepper radish extra virgin olive oil tuna packed in olive oil egg olive oil shallot purple onion baby potatoes romaine lettuce artichoke hearts kalamata salt cherry tomatoes chive white wine vinegar green beans,italian
849,16140,french,fat free less sodium chicken broth salt romano cheese baking potatoes garlic cloves cooking spray chopped onion black pepper bacon slices,italian
39148,9120,french,pitted kalamata olives anchovy fillets finely chopped fresh parsley caper garlic cloves,italian
26979,16162,french,vegetable oil fresh parsley leaves shallot port fresh orange juice stilton cheese Belgian endive star anise pear,british
16445,10821,french,black pepper extra virgin olive oil fresh parsley fresh parmesan cheese garlic cloves tomato cooking spray thyme leaves sourdough bread salt,italian
811,8,french,whole milk fine sea salt vanilla sugar lemon hazelnut baking powder all purpose flour large eggs extra virgin olive oil,italian
4586,7017,french,sun dried tomatoes olive cream cheese  soften fresh basil,italian
21331,34985,french,lime rind extra virgin olive oil fresh lime juice ground black pepper garlic cloves fresh parmesan cheese salt fresh basil leaves cooking spray fillet,italian
4560,29406,french,parmigiano reggiano cheese ground black pepper paprika dried oregano part skim mozzarella cheese butter dry bread crumbs fat free less sodium chicken broth cooking spray salt prosciutto large garlic cloves boneless skinless chicken breast halves,italian
21377,44150,french,instant espresso powder salt sugar butter large eggs all purpose flour water    low fat milk,italian
11001,40772,french,lime zest large egg yolks lime rind fresh lime juice mint whipped topping mini phyllo dough shells sweetened condensed milk,greek
37883,8899,french,butter hazelnut fresh lemon juice white pepper salt egg yolks,italian
37360,5220,french,ground ginger white pepper ground cloves grated nutmeg,jamaican
9248,45282,french,whole wheat flour large eggs grated lemon zest sea salt flakes kosher salt unsalted butter apple cider vinegar garlic cloves olive oil herb all purpose flour fresh lemon juice swiss chard mushroom ricotta,italian
28620,47833,french,Belgian endive olive oil crumbled gorgonzola plain yogurt apple cider vinegar hazelnut chopped fresh chives pear honey sour cream,italian
2494,8750,french,apricot water sugar lemon juice,moroccan
5683,8623,french,water apple cider vinegar all purpose flour sugar baking powder salt grated orange peel unsalted butter whipped cream peach ice water,southern_us
37888,31464,french,ground nutmeg fresh parsley sugar butter turnip ground black pepper water salt,southern_us
26025,20425,french,ground black pepper large eggs ice water garlic cloves finely chopped onion ricotta cheese salt fleur de sel zucchini butter all purpose flour grated lemon peel unsalted butter grated parmesan cheese extra virgin olive oil fresh lemon juice,italian
37892,36493,french,tomato paste olive oil sherry wine vinegar red bell pepper fresh basil ground black pepper salt plum tomatoes fresh rosemary eggplant chopped fresh thyme onion vegetable oil cooking spray zucchini chickpea chopped garlic,italian
32703,48045,french,sugar salt active dry yeast all purpose unbleached flour warm water,italian
39586,49636,french,milk all purpose flour cooking oil salt large eggs beer,british
14840,40201,french,sugar honey buckwheat honey garbanzo bean flour flaxseed sweet rice flour pectin tapioca flour dry yeast poppy seeds buckwheat flour double acting baking powder sponge water teff sea salt brown rice flour psyllium husks sunflower seeds millet grapeseed oil gluten free oat oil,indian
28632,23350,french,all purpose flour shortening egg boiling water salt,british
37338,14341,french,egg bread butter powdered sugar large eggs star anise sugar whole milk orange liqueur water apricot halves,moroccan
23028,32181,french,eggplant parmigiano reggiano cheese vegetable stock red bell pepper tomato paste zucchini fresh thyme leaves purple onion polenta unsalted butter cooking spray fresh chevre fresh basil leaves black pepper whole peeled tomatoes coarse salt all purpose flour chopped garlic,italian
39557,5763,french,salt black pepper boneless skinless chicken breast halves brie cheese light beer dried oregano,italian
6700,23508,french,fennel seeds vegetable olive oil salt dried thyme ground black pepper coriander seeds rack of lamb,moroccan
39679,16673,french,pecan unsalted butter bourbon whiskey water semisweet chocolate all purpose flour sugar fresh bay leaves salt powdered sugar banana large eggs heavy whipping cream,southern_us
6667,1137,french,olive oil garlic cloves baking potatoes arugula white bread heavy cream plum tomatoes leek low salt chicken broth,italian
10014,7736,french,active dry yeast extra virgin olive oil fennel seeds parmigiano reggiano cheese all purpose flour warm water large eggs yellow onion dijon mustard salt,italian
24507,42335,french,black pepper tuna steaks salt couscous tomato large eggs extra virgin olive oil fresh lemon juice pitted kalamata olives cooking spray purple onion green beans water anchovy paste garlic cloves fresh parsley,italian
19443,38641,french,egg yolks vanilla extract sugar whipped cream bittersweet chocolate coffee whipping cream cooky orange liqueur,italian
25183,1578,french,large eggs hard cider sea salt buckwheat flour butter,russian
25177,37513,french,dried tarragon leaves nonfat yogurt medium shrimp water light mayonnaise shrimp and crab boil seasoning green onions creole mustard olive oil salt,cajun_creole
18149,34765,french,white sugar heavy cream egg yolks chocolate chips vanilla extract,italian
19429,38912,french,warm water sea salt orange zest table salt active dry yeast all purpose flour anise seed water extra virgin olive oil sugar all purpose unbleached flour orange flower water,italian
35532,863,french,milk grated nutmeg salt butter all purpose flour,british
25259,4890,french,fennel seeds ground black pepper baby spinach organic vegetable broth quinoa chopped fresh thyme chickpea carrot water leek salt fresh lemon juice white wine fennel bulb extra virgin olive oil garlic cloves,italian
13414,31221,french,pecan vanilla large eggs all purpose flour unsalted butter salt baking powder confectioners sugar,southern_us
6623,20987,french,garlic cloves caper flat anchovy extra virgin olive oil brine cured green olives,italian
32405,49002,french,salt fresh lemon juice strawberry sugar,italian
14266,33633,french,panko all purpose flour whole milk muenster cheese salad butter ground cumin large eggs red bell pepper,japanese
18696,35965,french,sage leaves zucchini fresh parsley leaves bread crumb fresh garlic cloves celery ribs oil cured black olives plum tomatoes olive oil small white beans,italian
14263,8484,french,unsalted butter all purpose flour ice water cinnamon sugar salt,southern_us
37598,7307,french,large eggs sugar chop fine pecan water ground cinnamon frozen pastry puff sheets,mexican
14308,45302,french,pepper nutritional yeast leek chickpea flour water miso paste salt minced garlic almond lemon sliced almonds olive oil herb garlic cloves,italian
14612,22813,french,brioche coarse salt melted butter ground black pepper chicken livers marsala wine extra virgin olive oil vidalia onion bay leaves,italian
18779,21114,french,powdered sugar organic cane sugar sea salt almond milk kamut flour agave nectar vanilla bean paste kiwi vanilla beans peach strawberry corn starch nutritional yeast butter fresh lemon juice,southern_us
2794,45022,french,pizza doughs unsalted butter sugar grated lemon zest,italian
2929,15133,french,large eggs carrot ground cinnamon butter baking powder sugar all purpose flour,southern_us
5973,40272,french,golden brown sugar vanilla beans fresh raspberries sugar whipping cream raspberry jam large egg yolks,british
14467,22518,french,kosher salt fresh thyme leaves olive olive oil garlic cloves anchovy pizza doughs ground black pepper onion,italian
5961,15613,french,sugar sour cherries eau de vie,russian
25805,33932,french,ground ginger sugar vegetable oil spray large eggs salt grated orange peel whole wheat flour unsalted butter apple ground white pepper vanilla ice cream honey ground nutmeg buttermilk ground coriander ground cinnamon ground cloves baking soda baking powder all purpose flour,southern_us
14331,4070,french,sugar whipping cream large egg yolks vanilla beans forest fruit golden brown sugar raspberry liqueur,italian
2989,25125,french,sandwich rolls chuck roast beef broth pepper garlic provolone cheese soy sauce worcestershire sauce yellow onion creole mustard water salt,cajun_creole
25882,3326,french,pepper fresh lemon juice grated lemon zest salt mayonaise garlic cloves,italian
18607,23393,french,water fresh lime juice sugar strawberry fresh orange juice grated orange lime rind tequila,mexican
35007,2928,french,sugar large eggs all purpose flour milk butter active dry yeast salt warm water vegetable oil,russian
13963,35617,french,olive oil red wine vinegar red bell pepper spinach leaves zucchini cayenne pepper tomato paste eggplant portabello mushroom flat leaf parsley minced garlic chopped fresh thyme chopped onion,italian
18960,34242,french,water extra virgin olive oil garlic cloves fresh rosemary ground black pepper anchovy fillets whole grain mustard black olives lemon juice caper coarse salt black mission figs,italian
9921,8253,french,sugar heavy cream water lemon juice marsala wine strawberry egg yolks,italian
29271,6743,french,large eggs goat cheese water country style bread seedless red grapes pinenuts vegetable oil frisee japanese breadcrumbs vinaigrette,italian
25552,17591,french,fresh basil half   half ground black pepper chopped onion crushed tomatoes salt fennel seeds unsalted butter liqueur,italian
18339,10528,french,balsamic vinegar orange juice pepper salt fresh lime juice olive oil toasted walnuts romano cheese grapefruit juice fresh lemon juice,italian
35425,46928,french,butter milk freshly ground pepper flour salt,southern_us
29373,40291,french,blue cheese green onions chutney curry powder salt dry sherry cream cheese  soften,indian
6364,44582,french,grape tomatoes watercress dijon mustard salt red wine vinegar freshly ground pepper salad greens extra virgin olive oil,italian
22976,42246,french,vidalia onion ground nutmeg reduced fat sour cream fresh chives baking potatoes fat free less sodium chicken broth butter white pepper reduced fat milk salt,southern_us
29248,23295,french,chicken broth large eggs carrot milk Bisquick Original All Purpose Baking Mix great northern beans smoked sausage onion dried thyme garlic cloves,southern_us
18809,34425,french,olive oil diced tomatoes fresh parsley large eggs garlic cloves dried thyme ground red pepper red bell pepper chopped green bell pepper salt,spanish
35064,145,french,ground ginger salt butter white pepper chicken dry sherry,chinese
35386,6078,french,warm water olive oil cornmeal dried basil sea salt active dry yeast savory dried rosemary dried thyme all purpose flour,italian
14704,6957,french,fresh rosemary corn kernels low sodium chicken broth garlic cloves peppercorn pesto zucchini pea green beans tomato water fresh thyme extra virgin olive oil onion anise seed swiss chard cannellini beans carrot,italian
38342,11897,french,flour sugar salt egg butter water,russian
38328,14580,french,black peppercorns olive oil purple onion baguette star anise reduced sodium chicken broth manchego cheese water dry red wine,italian
28179,11689,french,sour cream heavy cream,british
5243,38818,french,finely chopped fresh parsley garlic vegetable oil salt diced tomatoes all purpose flour white wine kalamata boneless skinless chicken breast halves,italian
37134,24730,french,water salt celery ribs balsamic vinegar carrot olive oil lentil black pepper smoked sausage onion,italian
32442,34926,french,tomato paste toasted baguette flat leaf parsley butter garlic cloves marsala wine chanterelle grated lemon peel extra virgin olive oil fresh lemon juice,italian
3513,4324,french,powdered sugar honey half   half salt quatre  pices large eggs butter lemon juice brown sugar baking soda baking powder toasted walnuts orange flour buttermilk unsweetened cocoa powder,southern_us
5230,29473,french,fresh lemon juice balsamic vinegar plum tomatoes olive oil red bell pepper garlic,italian
3478,4138,french,sugar baking powder grated orange unsalted butter all purpose flour kosher salt vanilla extract large eggs orange blossom honey,southern_us
313,38706,french,saffron threads red wine vinegar large shrimp mayonaise garlic cloves caper cayenne pepper roasted red peppers sourdough baguette,spanish
23108,26609,french,heavy cream fresh cheese sugar strawberry egg whites,italian
26319,25003,french,fresh rosemary hyssop tomato sauce soft goat s cheese black olives fresh oregano leaves,italian
7219,33833,french,fresh orange juice sugar grated orange tea bags boiling water grapefruit juice,southern_us
38317,11436,french,kaiser rolls light mayonnaise white wine vinegar corn starch fat free less sodium chicken broth dry white wine butter garlic cloves lump crab meat ground red pepper paprika lemon juice black pepper green onions shallot stone ground mustard bay leaf,southern_us
20011,1881,french,purple onion green beans dijon mustard freshly ground pepper white vinegar salt fresh parsley vegetable oil garlic cloves,southern_us
9410,44445,french,large eggs extra virgin olive oil sea salt garlic,spanish
34345,10047,french,sugar lemon juice salt fresh ginger blueberry,italian
24552,1390,french,reduced fat milk large egg yolks crystallized ginger sugar vanilla extract,italian
26477,16114,french,italian tomatoes olive oil yellow bell pepper flat leaf parsley chicken broth white onion zucchini salt fresh basil leaves tomato sauce dried thyme red pepper flakes red bell pepper dried oregano black pepper eggplant garlic onion,italian
12310,25481,french,walnut halves mixed greens salt walnut oil goat cheese pepper lemon juice,italian
5120,2575,french,pepper cranberry juice cocktail rome apples corn starch dried cranberries fresh sage french bread dry red wine rock cornish game hens fresh parsley black peppercorns shallot salt fresh lemon juice boiling water prune olive oil spice apple juice smoked turkey sausage,irish
32169,5836,french,dried basil fresh parmesan cheese dried oregano sugar olive oil salt dried thyme dry yeast dried rosemary water garlic powder bread flour,italian
12259,47084,french,caper garlic pepper lemon juice pitted kalamata olives salt olive oil fresh parsley,italian
20174,6165,french,light sour cream butternut squash all purpose flour large eggs salt sugar baking powder chopped fresh sage ground nutmeg butter,southern_us
24607,2391,french,unsalted butter baking potatoes,irish
38405,535,french,unsalted butter garlic coarse salt yukon gold potatoes curd milk heavy cream,indian
30434,30201,french,red potato extra virgin olive oil flat leaf parsley saffron threads fennel bulb red bell pepper onion baguette garlic cloves fillet tomato fish stock orange peel,spanish
15501,43068,french,artichoke hearts dry red wine carrot lamb shanks fresh thyme leaves salt olive pepper diced tomatoes anchovy fillets grated orange peel savory garlic onion,italian
30446,48472,french,vegetable oil cooking spray granulated sugar all purpose flour powdered sugar    low fat cottage cheese salt safflower oil large eggs grated lemon zest pure vanilla extract water    low fat milk fresh lemon juice,italian
12374,33978,french,ground black pepper dry mustard snapper fillets fat free less sodium chicken broth clam juice salt red bell pepper tomato paste habanero pepper purple onion garlic cloves honey chopped fresh thyme yellow onion,southern_us
19610,11771,french,whipping cream buttermilk,southern_us
3373,28161,french,parmesan cheese button mushrooms cherry tomatoes balsamic vinegar artichoke baby lima beans unsalted butter pea olive oil lemon baby carrots,italian
28372,13208,french,unsalted butter vanilla extract sugar whole milk all purpose flour vanilla ice cream large eggs salt golden brown sugar baking powder,southern_us
28336,27393,french,large egg yolks fresh lemon juice black pepper salt orange zest saffron threads fresh orange juice hot water olive oil garlic cloves,spanish
9190,9313,french,sugar corn starch pie crust forest fruit vanilla extract confectioners sugar egg cream cheese,italian
5415,15684,french,garlic cloves grated parmesan cheese salt olive oil fresh basil leaves,italian
19662,40635,french,unsalted butter vanilla extract sugar baking powder all purpose flour large eggs salt honey tea grated lemon peel,southern_us
22272,18915,french,plain yogurt green onions finely chopped fresh parsley mayonaise garlic cloves,greek
28418,24925,french,green onions cheese coarse salt russet potatoes vegetable oil,italian
13136,11698,french,red wine vinegar fresh oregano olive black pepper purple onion garlic cloves chopped fresh thyme salt flat leaf parsley fresh rosemary extra virgin olive oil chickpea,italian
13157,19273,french,dried thyme green onions ground turkey chicken broth salt and ground black pepper purple onion bay leaf olive oil red wine dried minced onion dried tarragon leaves flour feta cheese crumbles fresh parsley,greek
32804,27578,french,kosher salt baking powder crushed red pepper brussels sprouts ground black pepper bacon milk vegetable oil all purpose flour olive oil large garlic cloves,italian
34626,10339,french,egg almond baking powder vanilla salt cocoa cherry almond extract cake flour confectioners sugar unflavored gelatin granulated sugar instant coffee whipping cream unsweetened chocolate water egg whites butter cocktail cherries candy,italian
